sp_lex	C_74a07b16feb44f5f8ad7dfdfa502f419	0	no	0
sp_lex	C_74a07b16feb44f5f8ad7dfdfa502f419	1	no	0
sp_lex	C_74a07b16feb44f5f8ad7dfdfa502f419	2	no	0
sp_lex	C_74a07b16feb44f5f8ad7dfdfa502f419	2	,	2
sp_lex	C_74a07b16feb44f5f8ad7dfdfa502f419	2	solo	0
sp_lex	C_74a07b16feb44f5f8ad7dfdfa502f419	2	uno	0
sp_lex	C_74a07b16feb44f5f8ad7dfdfa502f419	3	no	0
sp_lex	C_74a07b16feb44f5f8ad7dfdfa502f419	4	no	0
sp_lex	C_74a07b16feb44f5f8ad7dfdfa502f419	5	no	0
sp_lex	C_74a07b16feb44f5f8ad7dfdfa502f419	6	no	0
sp2en	C_4091c54577254d3f9adf00dda5ca551c	0	many	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	0	of	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	0	my	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	0	friends	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	0	swim	2
sp2en	C_4091c54577254d3f9adf00dda5ca551c	1	not	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	1	in	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	1	the	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	1	afternoon	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	1	though	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	2	no	0
sp2en	C_4091c54577254d3f9adf00dda5ca551c	2	no	0
sp2en	C_4091c54577254d3f9adf00dda5ca551c	2	film	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	3	no	0
sp2en	C_4091c54577254d3f9adf00dda5ca551c	3	math	2
sp2en	C_4091c54577254d3f9adf00dda5ca551c	4	accounting	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	5	none	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	5	of	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	5	mine	2
sp2en	C_4091c54577254d3f9adf00dda5ca551c	5	are	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	5	mathmatics	2
sp2en	C_4091c54577254d3f9adf00dda5ca551c	6	a	0
sp2en	C_4091c54577254d3f9adf00dda5ca551c	6	few	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	6	biology	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	7	no	0
sp2en	C_4091c54577254d3f9adf00dda5ca551c	7	managment	2
sp2en	C_4091c54577254d3f9adf00dda5ca551c	7	,	2
sp2en	C_4091c54577254d3f9adf00dda5ca551c	7	one	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	7	who	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	7	stidies	2
sp2en	C_4091c54577254d3f9adf00dda5ca551c	7	art	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	7	though	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	8	art	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	8	and	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	8	traveling	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	9	no	0
sp2en	C_4091c54577254d3f9adf00dda5ca551c	9	none	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	9	like	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	9	gardening	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	10	no	0
sp2en	C_4091c54577254d3f9adf00dda5ca551c	10	reading	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	10	either	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	11	cooking	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	12	swimming	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	12	is	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	12	my	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	12	only	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	12	morning	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	12	one	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	13	no	0
sp2en	C_4091c54577254d3f9adf00dda5ca551c	13	film	1
sp2en	C_4091c54577254d3f9adf00dda5ca551c	14	no	0
